3.100000000000000000e+01,7.000000000000000000e+01,1.073057100243649842e+01,2.000000000000000000e+01,1.000000000000000000e+00
3.100000000000000000e+01,9.000000000000000000e+01,1.073057100243649842e+01,2.000000000000000000e+01,2.000000000000000000e+00
5.100000000000000000e+01,7.000000000000000000e+01,1.011675262614178195e+01,2.000000000000000000e+01,3.000000000000000000e+00
5.100000000000000000e+01,9.000000000000000000e+01,1.011675262614178195e+01,2.000000000000000000e+01,4.000000000000000000e+00
7.100000000000000000e+01,7.000000000000000000e+01,1.996315502204991787e+01,2.000000000000000000e+01,5.000000000000000000e+00
7.100000000000000000e+01,9.000000000000000000e+01,1.996315502204991787e+01,2.000000000000000000e+01,6.000000000000000000e+00
1.070000000000000000e+02,7.000000000000000000e+01,1.036293146685355282e+01,2.000000000000000000e+01,7.000000000000000000e+00
1.070000000000000000e+02,9.000000000000000000e+01,1.036293146685355282e+01,2.000000000000000000e+01,8.000000000000000000e+00
1.170000000000000000e+02,7.000000000000000000e+01,1.508705108353260016e+01,2.000000000000000000e+01,9.000000000000000000e+00
1.170000000000000000e+02,9.000000000000000000e+01,1.508705108353260016e+01,2.000000000000000000e+01,1.000000000000000000e+01
1.330000000000000000e+02,7.000000000000000000e+01,1.272623108831993477e+01,2.000000000000000000e+01,1.100000000000000000e+01
1.330000000000000000e+02,9.000000000000000000e+01,1.272623108831993477e+01,2.000000000000000000e+01,1.200000000000000000e+01
1.450000000000000000e+02,7.000000000000000000e+01,1.784499586167009966e+01,2.000000000000000000e+01,1.300000000000000000e+01
1.450000000000000000e+02,9.000000000000000000e+01,1.784499586167009966e+01,2.000000000000000000e+01,1.400000000000000000e+01
1.630000000000000000e+02,7.000000000000000000e+01,1.918422502210063385e+01,2.000000000000000000e+01,1.500000000000000000e+01
1.630000000000000000e+02,9.000000000000000000e+01,1.918422502210063385e+01,2.000000000000000000e+01,1.600000000000000000e+01
1.860000000000000000e+02,7.000000000000000000e+01,1.090796621257882748e+01,2.000000000000000000e+01,1.700000000000000000e+01
1.860000000000000000e+02,9.000000000000000000e+01,1.090796621257882748e+01,2.000000000000000000e+01,1.800000000000000000e+01
1.970000000000000000e+02,7.000000000000000000e+01,2.529710958294651846e+01,2.000000000000000000e+01,1.900000000000000000e+01
1.970000000000000000e+02,9.000000000000000000e+01,2.529710958294651846e+01,2.000000000000000000e+01,2.000000000000000000e+01
2.320000000000000000e+02,7.000000000000000000e+01,3.699473481199490266e+01,2.000000000000000000e+01,2.100000000000000000e+01
2.320000000000000000e+02,9.000000000000000000e+01,3.699473481199490266e+01,2.000000000000000000e+01,2.200000000000000000e+01
2.690000000000000000e+02,7.000000000000000000e+01,2.718702865383772860e+01,2.000000000000000000e+01,2.300000000000000000e+01
2.690000000000000000e+02,9.000000000000000000e+01,2.718702865383772860e+01,2.000000000000000000e+01,2.400000000000000000e+01
2.960000000000000000e+02,7.000000000000000000e+01,2.939671940875314249e+01,2.000000000000000000e+01,2.500000000000000000e+01
2.960000000000000000e+02,9.000000000000000000e+01,2.939671940875314249e+01,2.000000000000000000e+01,2.600000000000000000e+01
3.250000000000000000e+02,7.000000000000000000e+01,2.218193634269971426e+01,2.000000000000000000e+01,2.700000000000000000e+01
3.250000000000000000e+02,9.000000000000000000e+01,2.218193634269971426e+01,2.000000000000000000e+01,2.800000000000000000e+01
3.480000000000000000e+02,7.000000000000000000e+01,1.514128566706875745e+01,2.000000000000000000e+01,2.900000000000000000e+01
3.480000000000000000e+02,9.000000000000000000e+01,1.514128566706875745e+01,2.000000000000000000e+01,3.000000000000000000e+01
3.630000000000000000e+02,7.000000000000000000e+01,2.370451273222607824e+01,2.000000000000000000e+01,3.100000000000000000e+01
3.630000000000000000e+02,9.000000000000000000e+01,2.370451273222607824e+01,2.000000000000000000e+01,3.200000000000000000e+01
3.930000000000000000e+02,7.000000000000000000e+01,1.479034874290346124e+01,2.000000000000000000e+01,3.300000000000000000e+01
3.930000000000000000e+02,9.000000000000000000e+01,1.479034874290346124e+01,2.000000000000000000e+01,3.400000000000000000e+01
4.080000000000000000e+02,7.000000000000000000e+01,2.229861014626561655e+01,2.000000000000000000e+01,3.500000000000000000e+01
4.080000000000000000e+02,9.000000000000000000e+01,2.229861014626561655e+01,2.000000000000000000e+01,3.600000000000000000e+01
4.300000000000000000e+02,7.000000000000000000e+01,2.354463954151532334e+01,2.000000000000000000e+01,3.700000000000000000e+01
4.300000000000000000e+02,9.000000000000000000e+01,2.354463954151532334e+01,2.000000000000000000e+01,3.800000000000000000e+01
4.620000000000000000e+02,7.000000000000000000e+01,1.550796799336717413e+01,2.000000000000000000e+01,3.900000000000000000e+01
4.620000000000000000e+02,9.000000000000000000e+01,1.550796799336717413e+01,2.000000000000000000e+01,4.000000000000000000e+01
4.770000000000000000e+02,7.000000000000000000e+01,3.354253913172829016e+01,2.000000000000000000e+01,4.100000000000000000e+01
4.770000000000000000e+02,9.000000000000000000e+01,3.354253913172829016e+01,2.000000000000000000e+01,4.200000000000000000e+01
2.300000000000000000e+01,1.400000000000000000e+02,1.709091850414339575e+01,3.000000000000000000e+01,4.300000000000000000e+01
2.300000000000000000e+01,1.700000000000000000e+02,1.709091850414339575e+01,3.000000000000000000e+01,4.400000000000000000e+01
4.300000000000000000e+01,1.400000000000000000e+02,3.375257743500299767e+01,3.000000000000000000e+01,4.500000000000000000e+01
4.300000000000000000e+01,1.700000000000000000e+02,3.375257743500299767e+01,3.000000000000000000e+01,4.600000000000000000e+01
7.700000000000000000e+01,1.400000000000000000e+02,1.467012333590857054e+01,3.000000000000000000e+01,4.700000000000000000e+01
7.700000000000000000e+01,1.700000000000000000e+02,1.467012333590857054e+01,3.000000000000000000e+01,4.800000000000000000e+01
1.080000000000000000e+02,1.400000000000000000e+02,1.426324335767968421e+01,3.000000000000000000e+01,4.900000000000000000e+01
1.080000000000000000e+02,1.700000000000000000e+02,1.426324335767968421e+01,3.000000000000000000e+01,5.000000000000000000e+01
1.290000000000000000e+02,1.400000000000000000e+02,1.389054104593930106e+01,3.000000000000000000e+01,5.100000000000000000e+01
1.290000000000000000e+02,1.700000000000000000e+02,1.389054104593930106e+01,3.000000000000000000e+01,5.200000000000000000e+01
1.680000000000000000e+02,1.400000000000000000e+02,1.056910707454338194e+01,3.000000000000000000e+01,5.300000000000000000e+01
1.680000000000000000e+02,1.700000000000000000e+02,1.056910707454338194e+01,3.000000000000000000e+01,5.400000000000000000e+01
1.970000000000000000e+02,1.400000000000000000e+02,1.600757879258873118e+01,3.000000000000000000e+01,5.500000000000000000e+01
1.970000000000000000e+02,1.700000000000000000e+02,1.600757879258873118e+01,3.000000000000000000e+01,5.600000000000000000e+01
2.130000000000000000e+02,1.400000000000000000e+02,4.067015220892460547e+01,3.000000000000000000e+01,5.700000000000000000e+01
2.130000000000000000e+02,1.700000000000000000e+02,4.067015220892460547e+01,3.000000000000000000e+01,5.800000000000000000e+01
2.530000000000000000e+02,1.400000000000000000e+02,1.505470456038955263e+01,3.000000000000000000e+01,5.900000000000000000e+01
2.530000000000000000e+02,1.700000000000000000e+02,1.505470456038955263e+01,3.000000000000000000e+01,6.000000000000000000e+01
2.680000000000000000e+02,1.400000000000000000e+02,1.705724931708448366e+01,3.000000000000000000e+01,6.100000000000000000e+01
2.680000000000000000e+02,1.700000000000000000e+02,1.705724931708448366e+01,3.000000000000000000e+01,6.200000000000000000e+01
2.850000000000000000e+02,1.400000000000000000e+02,1.560708385046291369e+01,3.000000000000000000e+01,6.300000000000000000e+01
2.850000000000000000e+02,1.700000000000000000e+02,1.560708385046291369e+01,3.000000000000000000e+01,6.400000000000000000e+01
3.010000000000000000e+02,1.400000000000000000e+02,1.580621780993078573e+01,3.000000000000000000e+01,6.500000000000000000e+01
3.010000000000000000e+02,1.700000000000000000e+02,1.580621780993078573e+01,3.000000000000000000e+01,6.600000000000000000e+01
3.170000000000000000e+02,1.400000000000000000e+02,1.536474913314310697e+01,3.000000000000000000e+01,6.700000000000000000e+01
